,ActivityCategory,ActivityName,LocationType,Name,Category,Code,Aggregation,Units,ReportingFrequency,mandatory,FormFieldType,AttributeValue,multipleAllowed,Description,sort
475,HLTH[2]Secondary/Tertiary Care,[REF2.5]Secondary/Tertiary Referrals,SyrRefRespRRP6,Urban/Rural Syrian Girls (Age 0-17) # referred for secondary and tertiary care,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
477,HLTH[2]Secondary/Tertiary Care,[REF2.5]Secondary/Tertiary Referrals,SyrRefRespRRP6,Urban/Rural Syrian Men (Age 18 and above) # referred for secondary and tertiary care,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
474,HLTH[2]Secondary/Tertiary Care,[REF2.5]Secondary/Tertiary Referrals,SyrRefRespRRP6,Urban/Rural Syrian Women (Age 18 and above) # referred for secondary and tertiary care,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
487,HLTH[2]Secondary/Tertiary Care,[RES2.1]MoH Mental Health services,Country,Camps Syrian Boys (Age 0-17) # of consultations provided at the national level,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
486,HLTH[2]Secondary/Tertiary Care,[RES2.1]MoH Mental Health services,Country,Camps Syrian Girls (Age 0-17) # of consultations provided at the national level,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
488,HLTH[2]Secondary/Tertiary Care,[RES2.1]MoH Mental Health services,Country,Camps Syrian Men (Age 18 and Above) # of consultations provided at the national level,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
485,HLTH[2]Secondary/Tertiary Care,[RES2.1]MoH Mental Health services,Country,Camps Syrian Women (Age 18 and above) # of consultations provided at the national level,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
495,HLTH[2]Secondary/Tertiary Care,[RES2.1]MoH Mental Health services,Country,Host Community Boys (Age 0-17) # of consultations provided at the national level,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
494,HLTH[2]Secondary/Tertiary Care,[RES2.1]MoH Mental Health services,Country,Host Community Girls (Age 0-17) # of consultations provided at the national level,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
496,HLTH[2]Secondary/Tertiary Care,[RES2.1]MoH Mental Health services,Country,Host Community Men (Age 18 and above) # of consultations provided at the national level,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
493,HLTH[2]Secondary/Tertiary Care,[RES2.1]MoH Mental Health services,Country,Host Community Women (Age 18 and above) # of consultations provided at the national level,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
491,HLTH[2]Secondary/Tertiary Care,[RES2.1]MoH Mental Health services,Country,Urban/Rural Syrian Boys (Age 0-17) # of consultations provided at the national level,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
490,HLTH[2]Secondary/Tertiary Care,[RES2.1]MoH Mental Health services,Country,Urban/Rural Syrian Girls (Age 0-17) # of consultations provided at the national level,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
492,HLTH[2]Secondary/Tertiary Care,[RES2.1]MoH Mental Health services,Country,Urban/Rural Syrian Men (Age 18 and above) # of consultations provided at the national level,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
489,HLTH[2]Secondary/Tertiary Care,[RES2.1]MoH Mental Health services,Country,Urban/Rural Syrian Women (Age 18 and above) # of consultations provided at the national level,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
499,HLTH[2]Secondary/Tertiary Care,[RES2.2]MoH Medical Waste Mngt,SyrRefRespRRP6,# of new incinerators functioning,Indicator,,0,# of incinerators,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
514,HLTH[2]Secondary/Tertiary Care,[RES2.3]MoH Dialysis facilities,SyrRefRespRRP6,# of new dialysis units  functioning,Indicator,,0,# of units,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
529,HLTH[2]Secondary/Tertiary Care,[RES2.4] Availability of maternity services increased,SyrRefRespRRP6,# of new maternity beds available,Indicator,,0,# of beds,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
544,HLTH[2]Secondary/Tertiary Care,[RES2.5]Referral system for emerg. Cases,SyrRefRespRRP6,# of new ambulances in either MoH or Civil Defence operational,Indicator,,0,# of ambulances,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
571,HLTH[3]Integrated Community Interventions,[REF3.1]Community Health Teams,SyrRefRespRRP6,Host Community Men # active community health volunteers,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
568,HLTH[3]Integrated Community Interventions,[REF3.1]Community Health Teams,SyrRefRespRRP6,Host Community Women # active community health volunteers,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
567,HLTH[3]Integrated Community Interventions,[REF3.1]Community Health Teams,SyrRefRespRRP6,Syrian men # active community health volunteers,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
564,HLTH[3]Integrated Community Interventions,[REF3.1]Community Health Teams,SyrRefRespRRP6,Syrian Women  # active community health volunteers,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
586,HLTH[3]Integrated Community Interventions,[REF3.2]Community Hlth Network,SyrRefRespRRP6,Host Community Men # of trainings provided to CHVs ,Breakdown of main indicator,,0,# of training,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
583,HLTH[3]Integrated Community Interventions,[REF3.2]Community Hlth Network,SyrRefRespRRP6,Host Community Women # of trainings provided to CHVs ,Breakdown of main indicator,,0,# of training,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
582,HLTH[3]Integrated Community Interventions,[REF3.2]Community Hlth Network,SyrRefRespRRP6,Syrian Men # of trainings provided to CHVs ,Breakdown of main indicator,,0,# of training,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
579,HLTH[3]Integrated Community Interventions,[REF3.2]Community Hlth Network,SyrRefRespRRP6,Syrian Women # of trainings provided to CHVs ,Breakdown of main indicator,,0,# of training,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
592,HLTH[3]Integrated Community Interventions,[REF3.3]Home nursing/Rehab. for injured,SyrRefRespRRP6,Camps Syrian Boys (Age 0-17) # of home nursing or rehabilitation services provided ,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
591,HLTH[3]Integrated Community Interventions,[REF3.3]Home nursing/Rehab. for injured,SyrRefRespRRP6,Camps Syrian Girls (Age 0-17) # of home nursing or rehabilitation services provided ,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
593,HLTH[3]Integrated Community Interventions,[REF3.3]Home nursing/Rehab. for injured,SyrRefRespRRP6,Camps Syrian Men (Age 18 and above) # of home nursing or rehabilitation services provided ,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
590,HLTH[3]Integrated Community Interventions,[REF3.3]Home nursing/Rehab. for injured,SyrRefRespRRP6,Camps Syrian Women (Age 18 and above) # of home nursing or rehabilitation services provided ,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
600,HLTH[3]Integrated Community Interventions,[REF3.3]Home nursing/Rehab. for injured,SyrRefRespRRP6,Host Community Boys (Age 0-17) # of home nursing or rehabilitation services provided ,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
599,HLTH[3]Integrated Community Interventions,[REF3.3]Home nursing/Rehab. for injured,SyrRefRespRRP6,Host Community Girls (Age 0-17) # of home nursing or rehabilitation services provided ,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
601,HLTH[3]Integrated Community Interventions,[REF3.3]Home nursing/Rehab. for injured,SyrRefRespRRP6,Host Community Men (Age 18 and above) # of home nursing or rehabilitation services provided ,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
598,HLTH[3]Integrated Community Interventions,[REF3.3]Home nursing/Rehab. for injured,SyrRefRespRRP6,Host Community Women (Age 18 and above) # of home nursing or rehabilitation services provided ,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
596,HLTH[3]Integrated Community Interventions,[REF3.3]Home nursing/Rehab. for injured,SyrRefRespRRP6,Urban/Rural Syrian Boys (Age 0-17) # of home nursing or rehabilitation services provided ,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
595,HLTH[3]Integrated Community Interventions,[REF3.3]Home nursing/Rehab. for injured,SyrRefRespRRP6,Urban/Rural Syrian Girls (Age 0-17) # of home nursing or rehabilitation services provided ,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
597,HLTH[3]Integrated Community Interventions,[REF3.3]Home nursing/Rehab. for injured,SyrRefRespRRP6,Urban/Rural Syrian Men (Age 18 and above) # of home nursing or rehabilitation services provided ,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
594,HLTH[3]Integrated Community Interventions,[REF3.3]Home nursing/Rehab. for injured,SyrRefRespRRP6,Urban/Rural Syrian Women (Age 18 and above) # of home nursing or rehabilitation services provided ,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
604,HLTH[3]Integrated Community Interventions,[REF3.4]Mat/Child (incl. neonatal) Health mngt,SyrRefRespRRP6,"# of CU5, PLW and elderly screened for malnutrition",Indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
619,HLTH[3]Integrated Community Interventions,[REF3.5]Community Mental Hlth services,SyrRefRespRRP6,# of female community workers trained in psychological first aid,Indicator,,0,# of staff,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
619,HLTH[3]Integrated Community Interventions,[REF3.5]Community Mental Hlth services,SyrRefRespRRP6,# of male community workers trained in psychological first aid,Indicator,,0,# of staff,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
634,HLTH[3]Integrated Community Interventions,[RES3.1]Community Disaster Risk Reduction,SyrRefRespRRP6,# of community volunteers trained in first aid,Indicator,,0,# of volunteers,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
649,HLTH[3]Integrated Community Interventions,[RES3.2]MoH Community Mental Hlth services,SyrRefRespRRP6,# of female community workers trained on the identification and referral of mental health cases,Indicator,,0,# of workers,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
649,HLTH[3]Integrated Community Interventions,[RES3.2]MoH Community Mental Hlth services,SyrRefRespRRP6,# of male community workers trained on the identification and referral of mental health cases,Indicator,,0,# of workers,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
664,HLTH[4]Nat. Health System Capacity,[RES 4.1]Availability of critical equipment in MoH facilities improved,SyrRefRespRRP6,# of facilities provided with at least one item of equipment,Indicator,,0,# of facilities,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
709,HLTH[4]Nat. Health System Capacity,[RES4.2]MoH infrastr. capac.  inc. blood banks & emergency rooms expanded,SyrRefRespRRP6,# of health facilities constructed/rehabilitated,Indicator,,0,# of facilities,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
724,HLTH[4]Nat. Health System Capacity,[RES4.3]MoH Human Resources capacity,SyrRefRespRRP6,"# of health workers per 10,000 population distributed  based on need/prioritization of the MOH",Indicator,,0,# of staff,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
739,HLTH[4]Nat. Health System Capacity,[RES4.4]Supply medicines/reagents,SyrRefRespRRP6,"Availability of 14 selected essential medicines, vaccines and reagents measured quarterly in sentinel sites",Indicator,,0,Yes=1/No=0,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
754,HLTH[4]Nat. Health System Capacity,[RES4.5] HIMS established,SyrRefRespRRP6,"# of HMIS that are digitized (e.g., EPI, FP, RMNCH, NCD )",Indicator,,0,# of systems,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
769,HLTH[4]Nat. Health System Capacity,[RES4.6]M&E system/Nat.flour fortification,SyrRefRespRRP6,# of tests for adequate micronutrient level conducted at the point of consumption ,Indicator,,0,# of tests,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
679,HLTH[4]Nat. Health System Capacity,[RES4.7]Training on critical MoH gaps,SyrRefRespRRP6,# of staff trained (not covered by other outputs),Indicator,,0,# of staff,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
694,HLTH[4]Nat. Health System Capacity,[RES4.8]Govt Health facilities assessed,SyrRefRespRRP6,# of health facilities assessed,Indicator,,0,# of infrastruc,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
2125,MUNICIPAL[1]Improved Municipal service delivery,[RES1.1]Improved SWM service delivery,SyrRefRespRRP6,# Capacity building programmes developed and delivered on: optimized collection & routing; treatment options' design; operations & maintenance.,Indicator,,0,# Capacity building,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
2128,MUNICIPAL[1]Improved Municipal service delivery,[RES1.1]Improved SWM service delivery,SyrRefRespRRP6,# New SW treatment and volume reduction plants designed and constructed,Indicator,,0,# New SW,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
