"","Category","Partner","Area","Objective","Output","Sector","Implementation","Total","RegionCODE","Area2"
"4756","Refugee","Caritas","Irbid Governorate","WASH [REF3.2]Hygiene in Urban","[REF3.2.2]Schools etc Hygi promotion","WASH ","direct",37288,1707,"Irbid"
"4760","Refugee","FPSC","Irbid Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","PROTECTION","direct",930000,1707,"Irbid"
"4762","Refugee","Caritas","Irbid Governorate","WASH [REF1.2]Access to Water in Urban","[REF1.2.1]Water Trucking Urban","WASH ","direct",9322,1707,"Irbid"
"4784","Refugee","JHAS","Irbid Governorate","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.3]Reproductive Health Services","HEALTH","direct",60000,1707,"Irbid"
"4785","Refugee","Intersos","Irbid Governorate","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","BASIC NEEDS","direct",266000,1707,"Irbid"
"4790","Refugee","UNICEF","Irbid Governorate","WASH [REF3.2]Hygiene in Urban","[REF3.2.1]Hygiene promotion","WASH ","indirect",83333,1707,"Irbid"
"4791","Refugee","ACF","Irbid Governorate","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","BASIC NEEDS","direct",1320000,1707,"Irbid"
"4794","Refugee","UNICEF","Irbid Governorate","WASH [REF1.3]Water Repair/Ext","[REF1.3.1]Repair/Ext Urban","WASH ","indirect",1111111.1,1707,"Irbid"
"4807","Refugee","CARE","Irbid Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","PROTECTION","direct",40000,1707,"Irbid"
"4810","Refugee","ACF","Irbid Governorate","FOOD/LIV[1.1]Improve Food Access","[REF 1.1.1]Food Assistance","FOOD/LIVELIHOOD","direct",880000,1707,"Irbid"
"4812","Refugee","WVI","Irbid Governorate","EDU[REF3.3]Alternative Education","[REF3.3.2]Life Skills","EDUCATION","direct",3900000,1707,"Irbid"
"4824","Refugee","NRC","Irbid Governorate","PROT[REF1.1]Refugee Rights Respected","[REF1.1.5]Access to Legal Assistance","PROTECTION","direct",165000,1707,"Irbid"
"4837","Refugee","Caritas","Irbid Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.3]Special Needs/Disabled/Elderly","PROTECTION","direct",50847,1707,"Irbid"
"4841","Refugee","UNICEF","Irbid Governorate","WASH [REF1.5]Water Conservation","[REF1.5.1]Conserv. In camps/urban","WASH ","indirect",55555.5,1707,"Irbid"
"4842","Refugee","Intersos","Irbid Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","PROTECTION","direct",95575,1707,"Irbid"
"4851","Refugee","IRC","Irbid Governorate","PROT[REF1.3]SGBV","[REF.1.3.2]Acess to multi-sector services","PROTECTION","direct",700,1707,"Irbid"
"4856","Refugee","ICMC","Irbid Governorate","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","BASIC NEEDS","direct",150000,1707,"Irbid"
"4858","Refugee","ACF","Irbid Governorate","WASH [REF1.5]Water Conservation","[REF1.5.2]Reuse of wastewater ","WASH ","",20000,1707,"Irbid"
"4868","Refugee","Intersos","Irbid Governorate","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","BASIC NEEDS","direct",595000,1707,"Irbid"
"4870","Refugee","Caritas","Irbid Governorate","EDU[REF2.1]Train Education Providers","[REF2.1.1]Train Service Providers","EDUCATION","direct",2893,1707,"Irbid"
"4877","Refugee","Caritas","Irbid Governorate","EDU[REF3.2]Acces to Formal Education","[REF3.2.3]School Supplies","EDUCATION","direct",18209.4,1707,"Irbid"
"4889","Refugee","MEDAIR","Irbid Governorate","PROT[REF1.3]SGBV","[REF1.3.1]Community members engaged","PROTECTION","direct",30000,1707,"Irbid"
"4892","Refugee","IRD","Irbid Governorate","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.2]Improved NCD Mngt","HEALTH","direct",20000,1707,"Irbid"
"4904","Refugee","TDH","Irbid Governorate","PROT[REF1.1]Refugee Rights Respected","[REF1.1.5]Access to Legal Assistance","PROTECTION","direct",4224,1707,"Irbid"
"4922","Refugee","ILO","Irbid Governorate","PROT[REF1.4]Child Protection","[REF1.4.4]Access Multi-Sector services","PROTECTION","direct",1e+06,1707,"Irbid"
"4936","Refugee","Caritas","Irbid Governorate","WASH [REF3.2]Hygiene in Urban","[REF3.2.1]Hygiene promotion","WASH ","direct",24859,1707,"Irbid"
"4942","Refugee","LWF","Irbid Governorate","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","BASIC NEEDS","direct",210564,1707,"Irbid"
"4952","Refugee","Intersos","Irbid Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","PROTECTION","direct",176822,1707,"Irbid"
"4955","Refugee","Intersos","Irbid Governorate","WASH [REF3.2]Hygiene in Urban","[REF3.2.1]Hygiene promotion","WASH ","direct",23200,1707,"Irbid"
"4957","Refugee","ZOA","Irbid Governorate","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","BASIC NEEDS","indirect",260000,1707,"Irbid"
"4960","Refugee","TDH","Irbid Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","PROTECTION","direct",15777,1707,"Irbid"
"4968","Refugee","ACF","Irbid Governorate","WASH [REF3.2]Hygiene in Urban","[REF3.2.1]Hygiene promotion","WASH ","direct",140000,1707,"Irbid"
"4973","Refugee","ICMC","Irbid Governorate","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","BASIC NEEDS","direct",266756,1707,"Irbid"
"4974","Refugee","ACF","Irbid Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.3]Special Needs/Disabled/Elderly","PROTECTION","direct",150000,1707,"Irbid"
"4975","Refugee","UNFPA","Irbid Governorate","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.3]Reproductive Health Services","HEALTH","indirect",6e+05,1707,"Irbid"
"4979","Refugee","IRD","Irbid Governorate","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.4]SGBV clinical services","HEALTH","direct",30250,1707,"Irbid"
"4983","Refugee","UNICEF","Irbid Governorate","WASH [REF1.5]Water Conservation","[REF1.5.2]Reuse of wastewater ","WASH ","",66666.7,1707,"Irbid"
"4984","Refugee","Caritas","Irbid Governorate","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.1]Comm. Disease Mngt / EPI services","HEALTH","direct",51838.3,1707,"Irbid"
"4996","Refugee","Caritas","Irbid Governorate","EDU[REF3.1]EarlyChildhood","[REF3.1.2]KG facilitators recruited","EDUCATION","direct",24237.22,1707,"Irbid"
"5002","Refugee","Intersos","Irbid Governorate","PROT[REF1.3]SGBV","[REF1.3.1]Community members engaged","PROTECTION","direct",19929,1707,"Irbid"
"5007","Refugee","NRC","Irbid Governorate","SHLT[REF2.2]Complete Housing Units","[REF2.2.1]Awareness on Housing Rights","SHELTER","direct",105000,1707,"Irbid"
"5017","Refugee","ACF","Irbid Governorate","WASH [REF2.2]Sanitation in Urban","[REF2.2.2]Household wastewater mngt","WASH ","direct",330000,1707,"Irbid"
"5021","Refugee","Intersos","Irbid Governorate","PROT[REF1.4]Child Protection","[REF1.4.3]Community-Based Mechnms.","PROTECTION","direct",31500,1707,"Irbid"
"5024","Refugee","IRD","Irbid Governorate","HLTH[REF1.3]Integrated Community Intervs.","[REF1.3.2]Community Hlth Network","HEALTH","direct",43750,1707,"Irbid"
"5027","Refugee","Caritas","Irbid Governorate","PROT[REF1.4]Child Protection","[REF1.4.3]Community-Based Mechnms.","PROTECTION","direct",8474,1707,"Irbid"
"5030","Refugee","MEDAIR","Irbid Governorate","HLTH[REF1.3]Integrated Community Intervs.","[REF1.3.5]Community Mental Hlth services","HEALTH","direct",2500,1707,"Irbid"
"5035","Refugee","ACF","Irbid Governorate","WASH [REF2.4]Services in Urban Sanitation","[REF2.4.1]Schools etc access sanitation","WASH ","direct",220000,1707,"Irbid"
"5041","Refugee","ACF","Irbid Governorate","WASH [REF1.3]Water Repair/Ext","[REF1.3.1]Repair/Ext Urban","WASH ","direct",750000,1707,"Irbid"
"5046","Refugee","Caritas","Irbid Governorate","FOOD/LIV[1.1]Improve Food Access","[REF 1.1.1]Food Assistance","FOOD/LIVELIHOOD","direct",274534,1707,"Irbid"
"5051","Refugee","Mercy Corps","Irbid Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","PROTECTION","direct",750000,1707,"Irbid"
"5058","Refugee","WarChild UK","Irbid Governorate","EDU[REF2.2]Safe, Violence Free Envirn","[REF2.2.4]Social Cohesion","EDUCATION","direct",15000,1707,"Irbid"
"5077","Refugee","Caritas","Irbid Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","PROTECTION","direct",21186,1707,"Irbid"
"5083","Refugee","JHAS","Irbid Governorate","HLTH[REF1.2]Secondary/Tertiary Care","[REF1.2.4]Emergency Obstetric Care","HEALTH","direct",41600,1707,"Irbid"
"5092","Refugee","NRC","Irbid Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.5]Reduce Social Tensions thr. Livelih","PROTECTION","direct",250000,1707,"Irbid"
"5095","Refugee","ACF","Irbid Governorate","WASH [REF2.2]Sanitation in Urban","[REF2.2.1]Sanitation improv. In urban","WASH ","direct",420000,1707,"Irbid"
"5100","Refugee","UNHCR","Irbid Governorate","PROT[REF1.4]Child Protection","[REF1.4.4]Access Multi-Sector services","PROTECTION","indirect",62850,1707,"Irbid"
"5104","Refugee","JHAS","Irbid Governorate","HLTH[REF1.2]Secondary/Tertiary Care","[REF1.2.5]Secondary/Tertiary Referrals","HEALTH","direct",50000,1707,"Irbid"
"5110","Refugee","IRC","Irbid Governorate","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.2]Improved NCD Mngt","HEALTH","direct",226578.6,1707,"Irbid"
"5111","Refugee","WVI","Irbid Governorate","EDU[REF3.3]Alternative Education","[REF3.3.1]Informal Education","EDUCATION","direct",373907,1707,"Irbid"
"5114","Refugee","Caritas","Irbid Governorate","PROT[REF1.1]Refugee Rights Respected","[REF1.1.5]Access to Legal Assistance","PROTECTION","direct",847,1707,"Irbid"
"5137","Refugee","WVI","Irbid Governorate","EDU[REF2.1]Train Education Providers","[REF2.1.2]Community Trained","EDUCATION","direct",4966.67,1707,"Irbid"
"5140","Refugee","NRC","Irbid Governorate","PROT[REF1.1]Refugee Rights Respected","[REF1.1.3] Civil Status Documentation","PROTECTION","direct",120000,1707,"Irbid"
"5143","Refugee","IMC","Irbid Governorate","HLTH[REF1.3]Integrated Community Intervs.","[REF1.3.5]Community Mental Hlth services","HEALTH","direct",1875,1707,"Irbid"
"5147","Refugee","CARE","Irbid Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","PROTECTION","direct",3e+05,1707,"Irbid"
"5160","Refugee","ACF","Irbid Governorate","HLTH[REF1.3]Integrated Community Intervs.","[REF1.3.5]Community Mental Hlth services","HEALTH","",15000,1707,"Irbid"
"5192","Refugee","OXFAM","Irbid Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.5]Reduce Social Tensions thr. Livelih","PROTECTION","direct",1e+05,1707,"Irbid"
"5198","Refugee","UNHCR","Irbid Governorate","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","BASIC NEEDS","direct",23594114,1707,"Irbid"
"5202","Refugee","WVI","Irbid Governorate","EDU[REF2.1]Train Education Providers","[REF2.1.1]Train Service Providers","EDUCATION","direct",747814,1707,"Irbid"
"5212","Refugee","WVI","Irbid Governorate","WASH [REF2.4]Services in Urban Sanitation","[REF2.4.1]Schools etc access sanitation","WASH ","direct",472773,1707,"Irbid"
"5238","Refugee","UNICEF","Irbid Governorate","WASH [REF1.2]Access to Water in Urban","[REF1.2.1]Water Trucking Urban","WASH ","indirect",55555.5,1707,"Irbid"
"5262","Refugee","Intersos","Irbid Governorate","SHLT[REF2.3]Upgrade Housing Units","[REF2.3.1]Upgrade Housing urban/rural","SHELTER","direct",218000,1707,"Irbid"
"5267","Refugee","IMC","Irbid Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","PROTECTION","direct",26250,1707,"Irbid"
"5275","Refugee","NRC","Irbid Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","PROTECTION","direct",1e+05,1707,"Irbid"
"5286","Refugee","Caritas","Irbid Governorate","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.4]SGBV clinical services","HEALTH","direct",360169.5,1707,"Irbid"
"5316","Refugee","SC Jordan","Jarash City","PROT[REF1.4]Child Protection","[REF1.4.3]Community-Based Mechnms.","PROTECTION","direct",32933,1708,"JARASH"
"5318","Refugee","NRC","Jarash Governorate","WASH [REF1.5]Water Conservation","[REF1.5.1]Conserv. In camps/urban","WASH ","direct",45630,1708,"JARASH"
"5323","Refugee","ICMC","Jarash Governorate","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","BASIC NEEDS","direct",114325,1708,"JARASH"
"5324","Refugee","Mercy Corps","Jarash Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","PROTECTION","direct",67500,1708,"JARASH"
"5325","Refugee","IMC","Jarash Governorate","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.6]Mental Health Services (primary)","HEALTH","direct",15530,1708,"JARASH"
"5342","Refugee","PU-AMI","Jarash Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.5]Reduce Social Tensions thr. Livelih","PROTECTION","indirect",111437.5,1708,"JARASH"
"5345","Refugee","JHAS","Jarash Governorate","SHLT[REF2.3]Upgrade Housing Units","[REF2.3.1]Upgrade Housing urban/rural","SHELTER","direct",164626.4,1708,"JARASH"
"5348","Refugee","UNHCR","Jarash Governorate","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","BASIC NEEDS","direct",429531,1708,"JARASH"
"5361","Refugee","NRC","Jarash Governorate","EDU[REF3.3]Alternative Education","[REF3.3.1]Informal Education","EDUCATION","direct",225000,1708,"JARASH"
"5366","Refugee","WVI","Jarash Governorate","EDU[REF2.2]Safe, Violence Free Envirn","[REF2.2.2]Engage Parents & Communities","EDUCATION","direct",3900000,1708,"JARASH"
"5372","Refugee","APS","Jarash Governorate","PROT[REF1.3]SGBV","[REF1.3.1]Community members engaged","PROTECTION","direct",95353,1708,"JARASH"
"5375","Refugee","WVI","Jarash Governorate","EDU[REF3.2]Acces to Formal Education","[REF3.2.1]School renovation/equip","EDUCATION","direct",8306.67,1708,"JARASH"
"5383","Refugee","UNICEF","Jarash Governorate","WASH [REF2.4]Services in Urban Sanitation","[REF2.4.1]Schools etc access sanitation","WASH ","indirect",138181.8,1708,"JARASH"
"5390","Refugee","UNICEF","Jarash Governorate","WASH [REF2.2]Sanitation in Urban","[REF2.2.2]Household wastewater mngt","WASH ","indirect",11111.1,1708,"JARASH"
"5392","Refugee","UNICEF","Jarash Governorate","WASH [REF1.5]Water Conservation","[REF1.5.2]Reuse of wastewater ","WASH ","",66666.7,1708,"JARASH"
"5405","Refugee","Mercy Corps","Jarash Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","PROTECTION","direct",750000,1708,"JARASH"
"5423","Refugee","WVI","Jarash Governorate","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","BASIC NEEDS","direct",196689.33,1708,"JARASH"
"5444","Refugee","SC Jordan","Jarash Governorate","PROT[REF1.3]SGBV","[REF.1.3.3]Capacity of Service Providers","PROTECTION","direct",32933,1708,"JARASH"
"5445","Refugee","WVI","Jarash Governorate","EDU[REF2.2]Safe, Violence Free Envirn","[REF2.2.1]Strategy to reduce violence","EDUCATION","direct",3900000,1708,"JARASH"
"5453","Refugee","Mercy Corps","Jarash Governorate","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","BASIC NEEDS","direct",616666,1708,"JARASH"
"5455","Refugee","WVI","Jarash Governorate","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","BASIC NEEDS","direct",163333.33,1708,"JARASH"
"5458","Refugee","ICMC","Jarash Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","PROTECTION","direct",12546,1708,"JARASH"
"5460","Refugee","WVI","Jarash Governorate","PROT[REF1.4]Child Protection","[REF1.4.1]Child Protection systems","PROTECTION","direct",91442.5,1708,"JARASH"
"5468","Refugee","SC Jordan","Jarash Governorate","PROT[REF1.3]SGBV","[REF1.3.1]Community members engaged","PROTECTION","direct",40249,1708,"JARASH"
"5475","Refugee","UNHCR","Jarash Governorate","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","BASIC NEEDS","direct",1810971,1708,"JARASH"
"5478","Refugee","Mercy Corps","Jarash Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.3]Special Needs/Disabled/Elderly","PROTECTION","direct",16666,1708,"JARASH"
"5493","Refugee","SC Jordan","Jarash Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","PROTECTION","direct",32933,1708,"JARASH"
"5495","Refugee","PU-AMI","Jarash Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","PROTECTION","indirect",67862.5,1708,"JARASH"
"5510","Refugee","PU-AMI","Jarash Governorate","HLTH[REF1.2]Secondary/Tertiary Care","[REF1.2.4]Emergency Obstetric Care","HEALTH","indirect",50000,1708,"JARASH"
"5520","Refugee","NRC","Jarash Governorate","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","BASIC NEEDS","direct",50000,1708,"JARASH"
"5523","Refugee","APS","Jarash Governorate","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.4]SGBV clinical services","HEALTH","direct",18352,1708,"JARASH"
"5524","Refugee","IMC","Jarash Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","PROTECTION","direct",26250,1708,"JARASH"
"5532","Refugee","PU-AMI","Jarash Governorate","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","BASIC NEEDS","indirect",95813,1708,"JARASH"
"5542","Refugee","Mercy Corps","Jarash Governorate","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","BASIC NEEDS","direct",50000,1708,"JARASH"
"5543","Refugee","NRC","Jarash Governorate","PROT[REF1.1]Refugee Rights Respected","[REF1.1.5]Access to Legal Assistance","PROTECTION","direct",33000,1708,"JARASH"
"5555","Refugee","WVI","Jarash Governorate","EDU[REF3.3]Alternative Education","[REF3.3.1]Informal Education","EDUCATION","direct",348594.84,1708,"JARASH"
"5571","Refugee","PU-AMI","Jarash Governorate","HLTH[REF1.3]Integrated Community Intervs.","[REF1.3.1]Community Health Teams","HEALTH","indirect",75000,1708,"JARASH"
"5580","Refugee","UNICEF","Jarash Governorate","WASH [REF1.2]Access to Water in Urban","[REF1.2.2]Household Water Improv.","WASH ","indirect",66666.7,1708,"JARASH"
"5585","Refugee","PU-AMI","Jarash Governorate","SHLT[REF2.1]Cash for Rent","[REF2.1.1]Cash for Rent","SHELTER","indirect",160000,1708,"JARASH"
"5595","Refugee","ICMC","Jarash Governorate","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","BASIC NEEDS","direct",25000,1708,"JARASH"
"5601","Refugee","UNICEF","Jarash Governorate","WASH [REF2.2]Sanitation in Urban","[REF2.2.1]Sanitation improv. In urban","WASH ","indirect",112222,1708,"JARASH"
"5622","Refugee","PU-AMI","Jarash Governorate","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","BASIC NEEDS","indirect",236250,1708,"JARASH"
"5625","Refugee","WVI","Jarash Governorate","PROT[REF1.4]Child Protection","[REF1.4.2]Advocacy and Knowledge Gen.","PROTECTION","direct",3900000,1708,"JARASH"
"5628","Refugee","UNICEF","Jarash Governorate","WASH [REF3.2]Hygiene in Urban","[REF3.2.1]Hygiene promotion","WASH ","indirect",83333,1708,"JARASH"
"5629","Refugee","PU-AMI","Jarash Governorate","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.4]SGBV clinical services","HEALTH","indirect",8750,1708,"JARASH"
"5634","Refugee","UNICEF","Jarash Governorate","WASH [REF2.3]Sanit.Repair/Ext","[REF2.3.1]Sewage Treatment in urban","WASH ","indirect",1666666.7,1708,"JARASH"
"5648","Refugee","PU-AMI","Jarash Governorate","HLTH[REF1.3]Integrated Community Intervs.","[REF1.3.4]Mat/Child Health mngt","HEALTH","indirect",75000,1708,"JARASH"
"5661","Refugee","NRC","Jarash Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","PROTECTION","direct",50000,1708,"JARASH"
