"","Governorate","sector","activity","Partner","Area","Refugee.Camps","End","Total","Objective","Sector","Output","Implementation","RegionCODE","Area2","units"
"456",,"ENG[RES1.1]Energy Efficiency","[RES1.1.1]Apppliances promoted","UNHCR","Country Wide",,"2016-01",1e+05,"Energy Efficiency","ENGINEERING","Apppliances promoted","indirect",1,"Country Wide Intervention","# HH"
"457",,"ENG[RES1.1]Energy Efficiency","[RES1.1.1]Apppliances promoted","UNHCR","Country Wide",,"2016-01",0,"Energy Efficiency","ENGINEERING","Apppliances promoted","indirect",1,"Country Wide Intervention","%"
"458",,"ENG[RES1.1]Energy Efficiency","[RES1.1.1]Apppliances promoted","UNHCR","Country Wide",,"2016-01",10000,"Energy Efficiency","ENGINEERING","Apppliances promoted","indirect",1,"Country Wide Intervention","USD $"
"459",,"ENG[RES1.1]Energy Efficiency","[RES1.1.2]Thermal Insulation","UNHCR","Country Wide",,"2016-01",1e+05,"Energy Efficiency","ENGINEERING","Thermal Insulation","indirect",1,"Country Wide Intervention","# HH"
"460",,"FOOD/LIV[3.4]Restoring Pastoral Liv.","[RES3.4.1]Harvesting/Range Mngt","FAO","Country Wide",,"2016-01",0,"Restoring Pastoral Liv.","FOOD/LIVELIHOOD","Harvesting/Range Mngt","indirect",1,"Country Wide Intervention","%"
"461",,"FOOD/LIV[3.4]Restoring Pastoral Liv.","[RES3.4.1]Harvesting/Range Mngt","FAO","Country Wide",,"2016-01",3e+05,"Restoring Pastoral Liv.","FOOD/LIVELIHOOD","Harvesting/Range Mngt","indirect",1,"Country Wide Intervention","USD $"
"462",,"ENV[RES1.1]Rehab Ecosystems","[RES1.1.3]Capacities enhanced","UNDP","Country Wide",,"2016-01",100,"Rehab Ecosystems","ENVIRONMENT","Capacities enhanced","direct",1,"Country Wide Intervention","#"
"463",,"ENV[RES1.1]Rehab Ecosystems","[RES1.1.3]Capacities enhanced","UNDP","Country Wide",,"2016-01",0,"Rehab Ecosystems","ENVIRONMENT","Capacities enhanced","direct",1,"Country Wide Intervention","%"
"464",,"ENV[RES1.1]Rehab Ecosystems","[RES1.1.3]Capacities enhanced","UNDP","Country Wide",,"2016-01",50000,"Rehab Ecosystems","ENVIRONMENT","Capacities enhanced","direct",1,"Country Wide Intervention","USD $"
"465",,"FOOD/LIV[3.4]Restoring Pastoral Liv.","[RES3.4.2]Increased animal wealth","FAO","Country Wide",,"2016-01",3e+05,"Restoring Pastoral Liv.","FOOD/LIVELIHOOD","Increased animal wealth","indirect",1,"Country Wide Intervention","USD $"
"466",,"ENG[RES1.1]Energy Efficiency","[RES1.1.2]Thermal Insulation","UNDP","Country Wide",,"2016-01",0,"Energy Efficiency","ENGINEERING","Thermal Insulation","direct",1,"Country Wide Intervention","%"
"467",,"ENG[RES1.1]Energy Efficiency","[RES1.1.2]Thermal Insulation","UNDP","Country Wide",,"2016-01",750000,"Energy Efficiency","ENGINEERING","Thermal Insulation","direct",1,"Country Wide Intervention","USD $"
"468",,"PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.3]Govt Capacity","UNDP","Country Wide",,"2016-01",10,"Reduce Social Tensions JOR","PROTECTION","Govt Capacity",,1,"Country Wide Intervention","#"
"469",,"MUN[RES1.1]Non-SW delivery","[RES1.1.5]New Solar Farm","UNDP","Country Wide",,"2016-01",0,"Non-SW delivery","MUNICIPALITY","New Solar Farm","direct",1,"Country Wide Intervention","%"
"470",,"MUN[RES1.1]Non-SW delivery","[RES1.1.5]New Solar Farm","UNDP","Country Wide",,"2016-01",5e+06,"Non-SW delivery","MUNICIPALITY","New Solar Farm","direct",1,"Country Wide Intervention","USD $"
"471",,"ENG[RES1.1]Energy Efficiency","[RES1.1.3]Awarenesss events","UNOPS","Country Wide",,"2016-03",50000,"Energy Efficiency","ENGINEERING","Awarenesss events","direct",1,"Country Wide Intervention","# HH"
"472",,"ENG[RES1.1]Energy Efficiency","[RES1.1.3]Awarenesss events","UNOPS","Country Wide",,"2016-03",50000,"Energy Efficiency","ENGINEERING","Awarenesss events","direct",1,"Country Wide Intervention","%"
"473",,"ENG[RES1.1]Energy Efficiency","[RES1.1.3]Awarenesss events","UNOPS","Country Wide",,"2016-03",750000,"Energy Efficiency","ENGINEERING","Awarenesss events","direct",1,"Country Wide Intervention","USD $"
"474",,"ENG[RES1.1]Energy Efficiency","[RES1.1.3]Awarenesss events","UNHCR","Country Wide",,"2016-01",1e+05,"Energy Efficiency","ENGINEERING","Awarenesss events","indirect",1,"Country Wide Intervention","# HH"
"475",,"ENG[RES1.1]Energy Efficiency","[RES1.1.3]Awarenesss events","UNHCR","Country Wide",,"2016-01",100,"Energy Efficiency","ENGINEERING","Awarenesss events","indirect",1,"Country Wide Intervention","%"
"476",,"ENG[RES1.1]Energy Efficiency","[RES1.1.3]Awarenesss events","UNHCR","Country Wide",,"2016-01",65000,"Energy Efficiency","ENGINEERING","Awarenesss events","indirect",1,"Country Wide Intervention","USD $"
"477",,"ENG[RES1.1]Energy Efficiency","[RES1.1.3]Awarenesss events","UNDP","Country Wide",,"2016-01",170000,"Energy Efficiency","ENGINEERING","Awarenesss events","direct",1,"Country Wide Intervention","USD $"
"478",,"MUN[RES1.2]SWM","[RES1.2.1]Equipment purchased","UNDP","Country Wide",,"2016-01",2080,"SWM","MUNICIPALITY","Equipment purchased","direct",1,"Country Wide Intervention","Y/N"
"479",,"MUN[RES1.2]SWM","[RES1.2.2]Capacity building progs.","UNDP","Country Wide",,"2016-01",14,"SWM","MUNICIPALITY","Capacity building progs.","direct",1,"Country Wide Intervention","%"
"480",,"FOOD/LIV[2.4]MSMEs for JOR","[RES2.4.2]MSME developmt support","UNDP","Country Wide",,"2016-01",200,"MSMEs for JOR","FOOD/LIVELIHOOD","MSME developmt support","direct",1,"Country Wide Intervention","#"
"481",,"FOOD/LIV[2.4]MSMEs for JOR","[RES2.4.2]MSME developmt support","UNDP","Country Wide",,"2016-01",80,"MSMEs for JOR","FOOD/LIVELIHOOD","MSME developmt support","direct",1,"Country Wide Intervention","#"
"482",,"FOOD/LIV[2.4]MSMEs for JOR","[RES2.4.2]MSME developmt support","UNDP","Country Wide",,"2016-01",0,"MSMEs for JOR","FOOD/LIVELIHOOD","MSME developmt support","direct",1,"Country Wide Intervention","%"
"483",,"FOOD/LIV[2.4]MSMEs for JOR","[RES2.4.2]MSME developmt support","UNDP","Country Wide",,"2016-01",3065852,"MSMEs for JOR","FOOD/LIVELIHOOD","MSME developmt support","direct",1,"Country Wide Intervention","USD $"
"484",,"MUN[RES1.2]SWM","[RES1.2.2]Capacity building progs.","UNOPS","Country Wide",,"2016-02",200,"SWM","MUNICIPALITY","Capacity building progs.","direct",1,"Country Wide Intervention","#"
"485",,"MUN[RES1.2]SWM","[RES1.2.3]SW treatment cells","UNOPS","Country Wide",,"2016-01",1,"SWM","MUNICIPALITY","SW treatment cells","direct",1,"Country Wide Intervention","#"
"486",,"MUN[RES1.2]SWM","[RES1.2.3]SW treatment cells","UNOPS","Country Wide",,"2016-01",1,"SWM","MUNICIPALITY","SW treatment cells","direct",1,"Country Wide Intervention","#"
"487",,"MUN[RES1.2]SWM","[RES1.2.3]SW treatment cells","UNOPS","Country Wide",,"2016-01",0,"SWM","MUNICIPALITY","SW treatment cells","direct",1,"Country Wide Intervention","%"
"488",,"MUN[RES1.2]SWM","[RES1.2.3]SW treatment cells","UNOPS","Country Wide",,"2016-01",1.5e+07,"SWM","MUNICIPALITY","SW treatment cells","direct",1,"Country Wide Intervention","USD $"
"489",,"MUN[RES1.2]SWM","[RES1.2.3]SW treatment cells","UNOPS","Country Wide",,"2016-01",2,"SWM","MUNICIPALITY","SW treatment cells","direct",1,"Country Wide Intervention","#"
"490",,"ENG[RES1.2]RE&EE Solutions","[RES1.2.1]LED Lights","UNHCR","Country Wide",,"2016-01",1e+05,"RE&EE Solutions","ENGINEERING","LED Lights","indirect",1,"Country Wide Intervention","# HH"
"491",,"ENG[RES1.2]RE&EE Solutions","[RES1.2.1]LED Lights","UNHCR","Country Wide",,"2016-01",0,"RE&EE Solutions","ENGINEERING","LED Lights","indirect",1,"Country Wide Intervention","%"
"492",,"ENG[RES1.2]RE&EE Solutions","[RES1.2.1]LED Lights","UNHCR","Country Wide",,"2016-01",15000,"RE&EE Solutions","ENGINEERING","LED Lights","indirect",1,"Country Wide Intervention","USD $"
"493",,"MUN[RES1.2]SWM","[RES1.2.3]SW treatment cells","UNDP","Country Wide",,"2016-01",33,"SWM","MUNICIPALITY","SW treatment cells","direct",1,"Country Wide Intervention","%"
"494",,"MUN[RES1.2]SWM","[RES1.2.3]SW treatment cells","UNDP","Country Wide",,"2016-01",3e+07,"SWM","MUNICIPALITY","SW treatment cells","direct",1,"Country Wide Intervention","USD $"
"495",,"MUN[RES1.2]SWM","[RES1.2.3]SW treatment cells","UNDP","Country Wide",,"2016-01",2,"SWM","MUNICIPALITY","SW treatment cells","direct",1,"Country Wide Intervention","#"
"496",,"MUN[RES1.2]SWM","[RES1.2.3]SW treatment cells","UNDP","Country Wide",,"2016-01",30,"SWM","MUNICIPALITY","SW treatment cells","direct",1,"Country Wide Intervention","#"
"497",,"MUN[RES1.2]SWM","[RES1.2.4]Waster segregation pilots","UNDP","Country Wide",,"2016-01",5,"SWM","MUNICIPALITY","Waster segregation pilots","direct",1,"Country Wide Intervention","%"
"498",,"FOOD/LIV[2.4]MSMEs for JOR","[RES2.4.2]MSME developmt support","RI","Country Wide",,"2016-01",0,"MSMEs for JOR","FOOD/LIVELIHOOD","MSME developmt support","direct",1,"Country Wide Intervention","#"
"499",,"FOOD/LIV[2.4]MSMEs for JOR","[RES2.4.2]MSME developmt support","RI","Country Wide",,"2016-01",150,"MSMEs for JOR","FOOD/LIVELIHOOD","MSME developmt support","direct",1,"Country Wide Intervention","#"
"500",,"FOOD/LIV[2.4]MSMEs for JOR","[RES2.4.2]MSME developmt support","RI","Country Wide",,"2016-01",0,"MSMEs for JOR","FOOD/LIVELIHOOD","MSME developmt support","direct",1,"Country Wide Intervention","%"
"501",,"FOOD/LIV[2.4]MSMEs for JOR","[RES2.4.2]MSME developmt support","RI","Country Wide",,"2016-01",2e+05,"MSMEs for JOR","FOOD/LIVELIHOOD","MSME developmt support","direct",1,"Country Wide Intervention","USD $"
"502",,"ENG[RES1.2]RE&EE Solutions","[RES1.2.1]LED Lights","UNDP","Country Wide",,"2016-01",55000,"RE&EE Solutions","ENGINEERING","LED Lights","direct",1,"Country Wide Intervention","# HH"
"503",,"HLTH[RES1.1]Primary Health Care","[RES1.1.4]Reprod. Health","UNFPA","Country Wide",,"2016-01",1200000,"Primary Health Care","HEALTH","Reprod. Health","indirect",1,"Country Wide Intervention","USD $"
"504",,"PROT[RES1.1]SGBV for JOR","[RES1.1.3]Capacity of Service Providers","UNWOMEN","Country Wide",,"2016-01",100,"SGBV for JOR","PROTECTION","Capacity of Service Providers","direct",1,"Country Wide Intervention","# female"
"505",,"PROT[RES1.1]SGBV for JOR","[RES1.1.3]Capacity of Service Providers","UNWOMEN","Country Wide",,"2016-01",10,"SGBV for JOR","PROTECTION","Capacity of Service Providers","direct",1,"Country Wide Intervention","#"
"506",,"PROT[RES1.1]SGBV for JOR","[RES1.1.3]Capacity of Service Providers","UNWOMEN","Country Wide",,"2016-01",100,"SGBV for JOR","PROTECTION","Capacity of Service Providers","direct",1,"Country Wide Intervention","# male"
"507",,"FOOD/LIV[1.3]Agric/Liv/FS programming","[RES1.3.1]Agr/Liv/Nat Resource programming im","FAO","Country Wide",,"2016-01",4,"Agric/Liv/FS programming","FOOD/LIVELIHOOD","Agr/Liv/Nat Resource programming im","indirect",1,"Country Wide Intervention","#"
"508",,"FOOD/LIV[1.3]Agric/Liv/FS programming","[RES1.3.1]Agr/Liv/Nat Resource programming im","FAO","Country Wide",,"2016-01",0,"Agric/Liv/FS programming","FOOD/LIVELIHOOD","Agr/Liv/Nat Resource programming im","indirect",1,"Country Wide Intervention","%"
"509",,"HLTH[RES1.1]Primary Health Care","[RES1.1.4]Reprod. Health","UNICEF","Country Wide",,"2016-01",329000,"Primary Health Care","HEALTH","Reprod. Health",,1,"Country Wide Intervention","USD $"
"510",,"PROT[RES1.1]SGBV for JOR","[RES1.1.3]Capacity of Service Providers","UNFPA","Country Wide",,"2016-01",2,"SGBV for JOR","PROTECTION","Capacity of Service Providers","indirect",1,"Country Wide Intervention","#"
"511",,"ENG[RES1.2]RE&EE Solutions","[RES1.2.2]PV panel systems","UNOPS","Country Wide",,"2016-02",0,"RE&EE Solutions","ENGINEERING","PV panel systems","direct",1,"Country Wide Intervention","%"
"512",,"ENG[RES1.2]RE&EE Solutions","[RES1.2.2]PV panel systems","UNOPS","Country Wide",,"2016-02",6e+06,"RE&EE Solutions","ENGINEERING","PV panel systems","direct",1,"Country Wide Intervention","USD $"
"513",,"ENG[RES1.2]RE&EE Solutions","[RES1.2.2]PV panel systems","UNHCR","Country Wide",,"2016-01",8000,"RE&EE Solutions","ENGINEERING","PV panel systems","indirect",1,"Country Wide Intervention","# HH"
"514",,"ENG[RES1.2]RE&EE Solutions","[RES1.2.2]PV panel systems","UNHCR","Country Wide",,"2016-01",0,"RE&EE Solutions","ENGINEERING","PV panel systems","indirect",1,"Country Wide Intervention","%"
"515",,"ENG[RES1.2]RE&EE Solutions","[RES1.2.2]PV panel systems","UNHCR","Country Wide",,"2016-01",2.3e+07,"RE&EE Solutions","ENGINEERING","PV panel systems","indirect",1,"Country Wide Intervention","USD $"
"516",,"SHLT[RES3.1]Housing Framework","[RES3.1.2]Nat Housing Strategy","UNHABITAT","Country Wide",,"2016-01",2,"Housing Framework","SHELTER","Nat Housing Strategy","direct",1,"Country Wide Intervention","Y/N"
"517",,"MUN[RES2.1]Urban Service Delivery","[RES2.1.3]Improv. Capacity of Mun","UNHABITAT","Country Wide",,"2016-01",80,"Urban Service Delivery","MUNICIPALITY","Improv. Capacity of Mun",,1,"Country Wide Intervention","#"
"518",,"MUN[RES2.1]Urban Service Delivery","[RES2.1.3]Improv. Capacity of Mun","UNHABITAT","Country Wide",,"2016-01",0,"Urban Service Delivery","MUNICIPALITY","Improv. Capacity of Mun",,1,"Country Wide Intervention","%"
"519",,"FOOD/LIV[2.5]LED and PPPs","[RES2.5.2]Value Chain developed","UNDP","Country Wide",,"2016-01",20,"LED and PPPs","FOOD/LIVELIHOOD","Value Chain developed","direct",1,"Country Wide Intervention","#"
"520",,"FOOD/LIV[2.5]LED and PPPs","[RES2.5.2]Value Chain developed","UNDP","Country Wide",,"2016-01",0,"LED and PPPs","FOOD/LIVELIHOOD","Value Chain developed","direct",1,"Country Wide Intervention","%"
"521",,"FOOD/LIV[2.5]LED and PPPs","[RES2.5.2]Value Chain developed","UNDP","Country Wide",,"2016-01",618260,"LED and PPPs","FOOD/LIVELIHOOD","Value Chain developed","direct",1,"Country Wide Intervention","USD $"
"522",,"MUN[RES2.2]LDU linkages","[RES2.2.1]Gov. Dvpt Plans updated","UNDP","Country Wide",,"2016-01",2,"LDU linkages","MUNICIPALITY","Gov. Dvpt Plans updated","direct",1,"Country Wide Intervention","Y/N"
"523",,"MUN[RES2.2]LDU linkages","[RES2.2.2]Mun LED plans","UNDP","Country Wide",,"2016-01",0,"LDU linkages","MUNICIPALITY","Mun LED plans","direct",1,"Country Wide Intervention","%"
"524",,"ENG[RES1.2]RE&EE Solutions","[RES1.2.2]PV panel systems","UNDP","Country Wide",,"2016-01",1600,"RE&EE Solutions","ENGINEERING","PV panel systems","direct",1,"Country Wide Intervention","# HH"
"525",,"ENG[RES1.2]RE&EE Solutions","[RES1.2.2]PV panel systems","UNDP","Country Wide",,"2016-01",0,"RE&EE Solutions","ENGINEERING","PV panel systems","direct",1,"Country Wide Intervention","%"
"526",,"ENG[RES1.2]RE&EE Solutions","[RES1.2.2]PV panel systems","UNDP","Country Wide",,"2016-01",5e+06,"RE&EE Solutions","ENGINEERING","PV panel systems","direct",1,"Country Wide Intervention","USD $"
"527",,"FOOD/LIV[2.5]LED and PPPs","[RES2.5.3]Socio-Econ Infrastructure","RI","Country Wide",,"2016-01",5,"LED and PPPs","FOOD/LIVELIHOOD","Socio-Econ Infrastructure","direct",1,"Country Wide Intervention","#"
"528",,"FOOD/LIV[2.5]LED and PPPs","[RES2.5.3]Socio-Econ Infrastructure","RI","Country Wide",,"2016-01",500,"LED and PPPs","FOOD/LIVELIHOOD","Socio-Econ Infrastructure","direct",1,"Country Wide Intervention","# women"
"529",,"FOOD/LIV[2.5]LED and PPPs","[RES2.5.3]Socio-Econ Infrastructure","RI","Country Wide",,"2016-01",0,"LED and PPPs","FOOD/LIVELIHOOD","Socio-Econ Infrastructure","direct",1,"Country Wide Intervention","%"
"530",,"FOOD/LIV[2.5]LED and PPPs","[RES2.5.3]Socio-Econ Infrastructure","RI","Country Wide",,"2016-01",2e+05,"LED and PPPs","FOOD/LIVELIHOOD","Socio-Econ Infrastructure","direct",1,"Country Wide Intervention","USD $"
"531",,"FOOD/LIV[2.5]LED and PPPs","[RES2.5.3]Socio-Econ Infrastructure","UNDP","Country Wide",,"2016-01",1000,"LED and PPPs","FOOD/LIVELIHOOD","Socio-Econ Infrastructure","direct",1,"Country Wide Intervention","# men"
"532",,"FOOD/LIV[2.5]LED and PPPs","[RES2.5.3]Socio-Econ Infrastructure","UNDP","Country Wide",,"2016-01",20,"LED and PPPs","FOOD/LIVELIHOOD","Socio-Econ Infrastructure","direct",1,"Country Wide Intervention","#"
"533",,"FOOD/LIV[2.5]LED and PPPs","[RES2.5.3]Socio-Econ Infrastructure","UNDP","Country Wide",,"2016-01",1000,"LED and PPPs","FOOD/LIVELIHOOD","Socio-Econ Infrastructure","direct",1,"Country Wide Intervention","# women"
"534",,"FOOD/LIV[2.5]LED and PPPs","[RES2.5.3]Socio-Econ Infrastructure","UNDP","Country Wide",,"2016-01",0,"LED and PPPs","FOOD/LIVELIHOOD","Socio-Econ Infrastructure","direct",1,"Country Wide Intervention","%"
"535",,"ENG[RES1.2]RE&EE Solutions","[RES1.2.3]Solar Water heaters","UNHCR","Country Wide",,"2016-01",10500,"RE&EE Solutions","ENGINEERING","Solar Water heaters","indirect",1,"Country Wide Intervention","# HH"
"536",,"FOOD/LIV[2.5]LED and PPPs","[RES2.5.3]Socio-Econ Infrastructure","UNDP","Country Wide",,"2016-01",5e+05,"LED and PPPs","FOOD/LIVELIHOOD","Socio-Econ Infrastructure","direct",1,"Country Wide Intervention","USD $"
"537",,"MUN[RES3.1]Local Public Sector Services","[RES3.1.2]Assmt. Urban Planning","UNDP","Country Wide",,"2016-01",1e+05,"Local Public Sector Services","MUNICIPALITY","Assmt. Urban Planning","direct",1,"Country Wide Intervention","USD $"
"538",,"FOOD/LIV[2.3]Labor Market Governance","[RES2.3.2]Formalize Informal sector","ILO","Country Wide",,"2016-01",2e+06,"Labor Market Governance","FOOD/LIVELIHOOD","Formalize Informal sector","direct",1,"Country Wide Intervention","USD $"
"539",,"FOOD/LIV[2.3]Labor Market Governance","[RES2.3.2]Formalize Informal sector","RI","Country Wide",,"2016-01",0,"Labor Market Governance","FOOD/LIVELIHOOD","Formalize Informal sector","direct",1,"Country Wide Intervention","%"
"540",,"FOOD/LIV[2.5]LED and PPPs","[RES2.5.4]Coops and Associations supported","UNDP","Country Wide",,"2016-01",5,"LED and PPPs","FOOD/LIVELIHOOD","Coops and Associations supported","direct",1,"Country Wide Intervention","#"
"541",,"FOOD/LIV[2.5]LED and PPPs","[RES2.5.4]Coops and Associations supported","UNDP","Country Wide",,"2016-01",10,"LED and PPPs","FOOD/LIVELIHOOD","Coops and Associations supported","direct",1,"Country Wide Intervention","#"
"542",,"FOOD/LIV[2.5]LED and PPPs","[RES2.5.4]Coops and Associations supported","UNDP","Country Wide",,"2016-01",0,"LED and PPPs","FOOD/LIVELIHOOD","Coops and Associations supported","direct",1,"Country Wide Intervention","%"
"543",,"ENG[RES1.2]RE&EE Solutions","[RES1.2.3]Solar Water heaters","UNDP","Country Wide",,"2016-01",5500,"RE&EE Solutions","ENGINEERING","Solar Water heaters","direct",1,"Country Wide Intervention","# HH"
"544",,"ENG[RES1.2]RE&EE Solutions","[RES1.2.3]Solar Water heaters","UNDP","Country Wide",,"2016-01",0,"RE&EE Solutions","ENGINEERING","Solar Water heaters","direct",1,"Country Wide Intervention","%"
"545",,"ENG[RES1.2]RE&EE Solutions","[RES1.2.3]Solar Water heaters","UNDP","Country Wide",,"2016-01",5e+06,"RE&EE Solutions","ENGINEERING","Solar Water heaters","direct",1,"Country Wide Intervention","USD $"
"546",,"FOOD/LIV[2.5]LED and PPPs","[RES2.5.4]Coops and Associations supported","WVI","Country Wide",,"2015-10",1,"LED and PPPs","FOOD/LIVELIHOOD","Coops and Associations supported","direct",1,"Country Wide Intervention","#"
"547",,"MUN[RES3.2]Mun. Systems","[RES3.2.1]Capacity Assessments","UNDP","Country Wide",,"2016-01",20,"Mun. Systems","MUNICIPALITY","Capacity Assessments","direct",1,"Country Wide Intervention","#"
"548",,"FOOD/LIV[3.1]Farm Households","[RES3.1.1]New technologies","FAO","Country Wide",,"2016-01",2166,"Farm Households","FOOD/LIVELIHOOD","New technologies","indirect",1,"Country Wide Intervention","# boys"
