"","Governorate","sector","activity","partner","Area","Refugee.Camps","End","Total","Objective","Sector","Output","Implementation","RegionCODE","Area2","units"
"2894",,"EDU[REF3.3]Alternative Education","[REF3.3.2]Informal Education","UNICEF","Country Wide",,"2016-12",224,"Alternative Education","EDUCATION","Informal Education","indirect",1,"Country Wide Intervention","# of boys"
"2895",,"PROT[REF1.3]SGBV","[REF.1.3.2]Acess to multi-sector services","IRC","Country Wide",,"2016-12",200,"SGBV","PROTECTION","Acess to multi-sector services","direct",1,"Country Wide Intervention","USD $"
"2896",,"PROT[REF1.1]Refugee Rights Respected","[REF1.1.4]Resettlement","UNHCR","Country Wide",,"2016-12",100,"Refugee Rights Respected","PROTECTION","Resettlement","direct",1,"Country Wide Intervention","# individuals"
"2897",,"PROT[REF1.2]MHPSS / Disabilities","[REF1.2.5]Reduce Social Tensions thr. Livelih","UNHCR","Country Wide",,"2016-12",200,"MHPSS / Disabilities","PROTECTION","Reduce Social Tensions thr. Livelih","indirect",1,"Country Wide Intervention","# boys"
"2898",,"HLTH[REF1.1]Essential Primary Health Care","[REF1.1.4]SGBV clinical services","PU-AMI","Country Wide",,"2016-12",8750,"Essential Primary Health Care","HEALTH","SGBV clinical services","indirect",1,"Country Wide Intervention","$"
"2899",,"JUS[REF1.1]Refugee Legal Assistance","[REF1.1.1]Access to Legal Assistance","UNHCR","Country Wide",,"2016-12",350000,"Refugee Legal Assistance","JUS","Access to Legal Assistance","direct",1,"Country Wide Intervention","USD $"
"2900",,"HLTH[REF1.1]Essential Primary Health Care","[REF1.1.4]SGBV clinical services","JHAS","Country Wide",,"2016-12",8,"Essential Primary Health Care","HEALTH","SGBV clinical services","direct",1,"Country Wide Intervention","#"
"2901",,"PROT[REF1.3]SGBV","[REF.1.3.2]Acess to multi-sector services","UNICEF","Country Wide",,"2016-12",100,"SGBV","PROTECTION","Acess to multi-sector services","indirect",1,"Country Wide Intervention","# women"
"2902",,"FOOD/LIV[1.1]Improve Food Access","[REF 1.1.1]Food Assistance","WFP","Country Wide",,"2016-12",28060,"Improve Food Access","FOOD/LIVELIHOOD","Food Assistance","indirect",1,"Country Wide Intervention","# girls"
"2903",,"HLTH[REF1.3]Integrated Community Intervs.","[REF1.3.4]Mat/Child Health mngt","UNICEF","Country Wide",,"2016-12",1500,"Integrated Community Intervs.","HEALTH","Mat/Child Health mngt","indirect",1,"Country Wide Intervention","#"
"2904",,"PROT[REF1.3]SGBV","[REF.1.3.2]Acess to multi-sector services","UPP","Country Wide",,"2016-12",0,"SGBV","PROTECTION","Acess to multi-sector services","direct",1,"Country Wide Intervention","%"
"2905",,"PROT[REF1.4]Child Protection","[REF1.4.3]Community-Based Mechnms.","UNICEF","Country Wide",,"2016-12",200,"Child Protection","PROTECTION","Community-Based Mechnms.","indirect",1,"Country Wide Intervention","# men"
"2906",,"PROT[REF1.2]MHPSS / Disabilities","[REF1.2.5]Reduce Social Tensions thr. Livelih","UNHCR","Country Wide",,"2016-12",150,"MHPSS / Disabilities","PROTECTION","Reduce Social Tensions thr. Livelih","indirect",1,"Country Wide Intervention","# men"
"2907",,"HLTH[REF1.1]Essential Primary Health Care","[REF1.1.1]Comm. Disease Mngt / EPI services","APS","Country Wide",,"2016-12",0,"Essential Primary Health Care","HEALTH","Comm. Disease Mngt / EPI services","direct",1,"Country Wide Intervention","#"
"2908",,"PROT[REF1.1]Refugee Rights Respected","[REF1.1.3] Civil Status Documentation","UNHCR","Country Wide",,"2016-12",120000,"Refugee Rights Respected","PROTECTION"," Civil Status Documentation","direct",1,"Country Wide Intervention","USD $"
"2909",,"HLTH[REF1.1]Essential Primary Health Care","[REF1.1.4]SGBV clinical services","JHAS","Country Wide",,"2016-12",22,"Essential Primary Health Care","HEALTH","SGBV clinical services","direct",1,"Country Wide Intervention","#"
"2910",,"HLTH[REF1.1]Essential Primary Health Care","[REF1.1.1]Comm. Disease Mngt / EPI services","UNHCR","Country Wide",,"2016-12",340484,"Essential Primary Health Care","HEALTH","Comm. Disease Mngt / EPI services","indirect",1,"Country Wide Intervention","$"
"2911",,"PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","UNHCR","Country Wide",,"2016-12",2000,"MHPSS / Disabilities","PROTECTION","Safe Spaces/Comm. Centres","indirect",1,"Country Wide Intervention","# men"
"2912",,"PROT[REF1.2]MHPSS / Disabilities","[REF1.2.2]Community self-mngmt","IOM","Country Wide",,"2016-12",0,"MHPSS / Disabilities","PROTECTION","Community self-mngmt","direct",1,"Country Wide Intervention","# boys"
"2913",,"PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","OXFAM","Country Wide",,"2016-12",30,"MHPSS / Disabilities","PROTECTION","Information, referral and outreach","direct",1,"Country Wide Intervention","%"
"2914",,"HLTH[REF1.3]Integrated Community Intervs.","[REF1.3.2]Community Hlth Network","UNICEF","Country Wide",,"2016-12",244000,"Integrated Community Intervs.","HEALTH","Community Hlth Network","indirect",1,"Country Wide Intervention","$"
"2915",,"PROT[REF1.3]SGBV","[REF1.3.1]Community members engaged","OXFAM","Country Wide",,"2016-12",231,"SGBV","PROTECTION","Community members engaged","direct",1,"Country Wide Intervention","# men"
"2916",,"PROT[REF1.4]Child Protection","[REF1.4.4]Access Multi-Sector services","UNHCR","Country Wide",,"2016-12",0,"Child Protection","PROTECTION","Access Multi-Sector services","indirect",1,"Country Wide Intervention","%"
"2917",,"PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","UNFPA","Country Wide",,"2016-12",18875,"MHPSS / Disabilities","PROTECTION","Information, referral and outreach","indirect",1,"Country Wide Intervention","# girls"
"2918",,"PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","UNFPA","Country Wide",,"2016-12",9382,"MHPSS / Disabilities","PROTECTION","Information, referral and outreach","indirect",1,"Country Wide Intervention","# men"
"2919",,"PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","UNHCR","Country Wide",,"2016-12",4,"MHPSS / Disabilities","PROTECTION","Safe Spaces/Comm. Centres","direct",1,"Country Wide Intervention","#"
"2920",,"EDU[REF3.2]Acces to Formal Education","[REF3.2.3]School Supplies","UNICEF","Country Wide",,"2016-12",0,"Acces to Formal Education","EDUCATION","School Supplies","indirect",1,"Country Wide Intervention","%"
"2921",,"PROT[REF1.3]SGBV","[REF1.3.1]Community members engaged","OXFAM","Country Wide",,"2016-12",30,"SGBV","PROTECTION","Community members engaged","direct",1,"Country Wide Intervention","%"
"2922",,"EDU[REF3.2]Acces to Formal Education","[REF3.2.5]Remedial Education","UNICEF","Country Wide",,"2016-12",2500,"Acces to Formal Education","EDUCATION","Remedial Education","indirect",1,"Country Wide Intervention","#"
"2923",,"PROT[REF1.1]Refugee Rights Respected","[REF1.1.1]Border Reception/Transport/Comm. Po","UNHCR","Country Wide",,"2016-12",0,"Refugee Rights Respected","PROTECTION","Border Reception/Transport/Comm. Po","direct",1,"Country Wide Intervention","%"
"2924",,"PROT[REF1.4]Child Protection","[REF1.4.4]Access Multi-Sector services","UNHCR","Country Wide",,"2016-12",0,"Child Protection","PROTECTION","Access Multi-Sector services","indirect",1,"Country Wide Intervention","# BIAs"
"2925",,"PROT[REF1.3]SGBV","[REF1.3.1]Community members engaged","UNFPA","Country Wide",,"2016-12",60,"SGBV","PROTECTION","Community members engaged","indirect",1,"Country Wide Intervention","# boys"
"2926",,"PROT[REF1.3]SGBV","[REF1.3.1]Community members engaged","UNFPA","Country Wide",,"2016-12",173,"SGBV","PROTECTION","Community members engaged","indirect",1,"Country Wide Intervention","# boys"
"2927",,"PROT[REF1.4]Child Protection","[REF1.4.4]Access Multi-Sector services","UNHCR","Country Wide",,"2016-12",119605,"Child Protection","PROTECTION","Access Multi-Sector services","indirect",1,"Country Wide Intervention","USD $"
"2928",,"PROT[REF1.2]MHPSS / Disabilities","[REF1.2.2]Community self-mngmt","UNICEF","Country Wide",,"2016-12",0,"MHPSS / Disabilities","PROTECTION","Community self-mngmt","indirect",1,"Country Wide Intervention","%"
"2929",,"HLTH[REF1.1]Essential Primary Health Care","[REF1.1.4]SGBV clinical services","IRD","Country Wide",,"2016-02",49,"Essential Primary Health Care","HEALTH","SGBV clinical services","direct",1,"Country Wide Intervention","#"
"2930",,"PROT[REF1.1]Refugee Rights Respected","[REF1.1.2]Registration and Profiling","UNHCR","Country Wide",,"2016-12",1,"Refugee Rights Respected","PROTECTION","Registration and Profiling","indirect",1,"Country Wide Intervention","#"
"2931",,"HLTH[REF1.1]Essential Primary Health Care","[REF1.1.4]SGBV clinical services","IRD","Country Wide",,"2016-02",55,"Essential Primary Health Care","HEALTH","SGBV clinical services","direct",1,"Country Wide Intervention","#"
"2932",,"HLTH[REF1.2]Secondary/Tertiary Care","[REF1.2.5]Secondary/Tertiary Referrals","QRC","Country Wide",,"2016-12",2e+06,"Secondary/Tertiary Care","HEALTH","Secondary/Tertiary Referrals","indirect",1,"Country Wide Intervention","$"
"2933",,"PROT[REF1.2]MHPSS / Disabilities","[REF1.2.3]Special Needs/Disabled/Elderly","HI","Country Wide",,"2016-12",400,"MHPSS / Disabilities","PROTECTION","Special Needs/Disabled/Elderly","direct",1,"Country Wide Intervention","# men"
"2934",,"EDU[REF3.1]EarlyChildhood","[REF3.1.1]Access to KG centres","UNICEF","Country Wide",,"2016-12",330,"EarlyChildhood","EDUCATION","Access to KG centres","indirect",1,"Country Wide Intervention","# of boys"
"2935",,"HLTH[REF1.2]Secondary/Tertiary Care","[REF1.2.5]Secondary/Tertiary Referrals","QRC","Country Wide",,"2016-12",179,"Secondary/Tertiary Care","HEALTH","Secondary/Tertiary Referrals","indirect",1,"Country Wide Intervention","#"
"2936",,"PROT[REF1.3]SGBV","[REF.1.3.2]Acess to multi-sector services","UNFPA","Country Wide",,"2016-12",10,"SGBV","PROTECTION","Acess to multi-sector services","indirect",1,"Country Wide Intervention","# boys"
"2937",,"PROT[REF1.1]Refugee Rights Respected","[REF1.1.4]Resettlement","UNHCR","Country Wide",,"2016-12",1900,"Refugee Rights Respected","PROTECTION","Resettlement","direct",1,"Country Wide Intervention","# individuals"
"2938",,"HLTH[REF1.1]Essential Primary Health Care","[REF1.1.4]SGBV clinical services","IRD","Country Wide",,"2016-02",60,"Essential Primary Health Care","HEALTH","SGBV clinical services","direct",1,"Country Wide Intervention","#"
"2939",,"PROT[REF1.3]SGBV","[REF.1.3.2]Acess to multi-sector services","IMC","Country Wide",,"2016-12",50000,"SGBV","PROTECTION","Acess to multi-sector services","direct",1,"Country Wide Intervention","USD $"
"2940",,"HLTH[REF1.3]Integrated Community Intervs.","[REF1.3.4]Mat/Child Health mngt","UNICEF","Country Wide",,"2016-12",0,"Integrated Community Intervs.","HEALTH","Mat/Child Health mngt","indirect",1,"Country Wide Intervention","%"
"2941",,"JUS[REF1.1]Refugee Legal Assistance","[REF1.1.1]Access to Legal Assistance","UNHCR","Country Wide",,"2016-12",10,"Refugee Legal Assistance","JUS","Access to Legal Assistance","direct",1,"Country Wide Intervention","# girls"
"2942",,"HLTH[REF1.1]Essential Primary Health Care","[REF1.1.4]SGBV clinical services","IRD","Country Wide",,"2016-02",21,"Essential Primary Health Care","HEALTH","SGBV clinical services","direct",1,"Country Wide Intervention","#"
"2943",,"HLTH[REF1.2]Secondary/Tertiary Care","[REF1.2.4]Emergency Obstetric Care","UNHCR","Country Wide",,"2016-12",0,"Secondary/Tertiary Care","HEALTH","Emergency Obstetric Care","indirect",1,"Country Wide Intervention","%"
"2944",,"PROT[REF1.3]SGBV","[REF.1.3.2]Acess to multi-sector services","UPP","Country Wide",,"2016-12",48,"SGBV","PROTECTION","Acess to multi-sector services","direct",1,"Country Wide Intervention","# women"
"2945",,"PROT[REF1.3]SGBV","[REF.1.3.3]Capacity of Service Providers","UNHCR","Country Wide",,"2016-12",3500,"SGBV","PROTECTION","Capacity of Service Providers","direct",1,"Country Wide Intervention","# female"
"2946",,"EDU[REF3.3]Alternative Education","[REF3.3.4]Learning Opportunities in Camps","UNICEF","Country Wide",,"2016-12",2000,"Alternative Education","EDUCATION","Learning Opportunities in Camps","indirect",1,"Country Wide Intervention","# of male"
"2947",,"PROT[REF1.3]SGBV","[REF.1.3.2]Acess to multi-sector services","CARE","Country Wide",,"2016-12",320,"SGBV","PROTECTION","Acess to multi-sector services","direct",1,"Country Wide Intervention","# girls"
"2948",,"HLTH[REF1.1]Essential Primary Health Care","[REF1.1.1]Comm. Disease Mngt / EPI services","APS","Country Wide",,"2016-12",0,"Essential Primary Health Care","HEALTH","Comm. Disease Mngt / EPI services","direct",1,"Country Wide Intervention","#"
"2949",,"HLTH[REF1.2]Secondary/Tertiary Care","[REF1.2.2]Rehabilitation/impairment","HI","Country Wide",,"2016-12",192,"Secondary/Tertiary Care","HEALTH","Rehabilitation/impairment","indirect",1,"Country Wide Intervention","#"
"2950",,"PROT[REF1.2]MHPSS / Disabilities","[REF1.2.2]Community self-mngmt","IOM","Country Wide",,"2016-12",0,"MHPSS / Disabilities","PROTECTION","Community self-mngmt","direct",1,"Country Wide Intervention","%"
"2951",,"PROT[REF1.2]MHPSS / Disabilities","[REF1.2.2]Community self-mngmt","IOM","Country Wide",,"2016-12",0,"MHPSS / Disabilities","PROTECTION","Community self-mngmt","direct",1,"Country Wide Intervention","# girls"
"2952",,"PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","UNHCR","Country Wide",,"2016-12",0,"MHPSS / Disabilities","PROTECTION","Safe Spaces/Comm. Centres","indirect",1,"Country Wide Intervention","%"
"2953",,"HLTH[REF1.1]Essential Primary Health Care","[REF1.1.4]SGBV clinical services","UNFPA","Country Wide",,"2016-12",63,"Essential Primary Health Care","HEALTH","SGBV clinical services","indirect",1,"Country Wide Intervention","#"
"2954",,"PROT[REF1.4]Child Protection","[REF1.4.3]Community-Based Mechnms.","UNICEF","Country Wide",,"2016-12",200,"Child Protection","PROTECTION","Community-Based Mechnms.","indirect",1,"Country Wide Intervention","# women"
"2955",,"PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","UNHCR","Country Wide",,"2016-12",2000,"MHPSS / Disabilities","PROTECTION","Safe Spaces/Comm. Centres","indirect",1,"Country Wide Intervention","# boys"
"2956",,"EDU[REF3.1]EarlyChildhood","[REF3.1.4]Parent outreach","UNICEF","Country Wide",,"2016-12",100,"EarlyChildhood","EDUCATION","Parent outreach","indirect",1,"Country Wide Intervention","%"
"2957",,"PROT[REF1.4]Child Protection","[REF1.4.4]Access Multi-Sector services","UNHCR","Country Wide",,"2016-12",350,"Child Protection","PROTECTION","Access Multi-Sector services","indirect",1,"Country Wide Intervention","# boys"
"2958",,"EDU[REF2.2]Safe, Violence Free Envirn","[REF2.2.4]Social Cohesion","UNICEF","Country Wide",,"2016-12",0,"Safe, Violence Free Envirn","EDUCATION","Social Cohesion","indirect",1,"Country Wide Intervention","# of girls"
"2959",,"FOOD/LIV[1.2]Promote Safe/Nutr/Diverse Food","[REF1.2.3]Micro-Gardening","FAO","Country Wide",,"2016-12",150000,"Promote Safe/Nutr/Diverse Food","FOOD/LIVELIHOOD","Micro-Gardening","indirect",1,"Country Wide Intervention","USD $"
"2960",,"HLTH[REF1.1]Essential Primary Health Care","[REF1.1.4]SGBV clinical services","IRD","Country Wide",,"2016-02",49,"Essential Primary Health Care","HEALTH","SGBV clinical services","direct",1,"Country Wide Intervention","#"
"2961",,"PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","UNHCR","Country Wide",,"2016-12",215602,"MHPSS / Disabilities","PROTECTION","Safe Spaces/Comm. Centres","direct",1,"Country Wide Intervention","USD $"
"2962",,"PROT[REF1.3]SGBV","[REF.1.3.4]Risk of SEA reduced","Intersos","Country Wide",,"2016-12",22050,"SGBV","PROTECTION","Risk of SEA reduced","direct",1,"Country Wide Intervention","USD $"
"2963",,"PROT[REF1.3]SGBV","[REF.1.3.4]Risk of SEA reduced","Intersos","Country Wide",,"2016-12",0,"SGBV","PROTECTION","Risk of SEA reduced","direct",1,"Country Wide Intervention","%"
"2964",,"HLTH[REF1.2]Secondary/Tertiary Care","[REF1.2.5]Secondary/Tertiary Referrals","UNHCR","Country Wide",,"2016-12",2085,"Secondary/Tertiary Care","HEALTH","Secondary/Tertiary Referrals","indirect",1,"Country Wide Intervention","#"
"2965",,"PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","UNICEF","Country Wide",,"2016-12",64103,"MHPSS / Disabilities","PROTECTION","Safe Spaces/Comm. Centres","indirect",1,"Country Wide Intervention","# girls"
"2966",,"HLTH[REF1.1]Essential Primary Health Care","[REF1.1.4]SGBV clinical services","PU-AMI","Country Wide",,"2016-12",4,"Essential Primary Health Care","HEALTH","SGBV clinical services","indirect",1,"Country Wide Intervention","#"
"2967",,"HLTH[REF1.2]Secondary/Tertiary Care","[REF1.2.5]Secondary/Tertiary Referrals","UNHCR","Country Wide",,"2016-12",2085,"Secondary/Tertiary Care","HEALTH","Secondary/Tertiary Referrals","indirect",1,"Country Wide Intervention","#"
"2968",,"PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","UNFPA","Country Wide",,"2016-12",18,"MHPSS / Disabilities","PROTECTION","Safe Spaces/Comm. Centres","indirect",1,"Country Wide Intervention","#"
"2969",,"PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","UNHCR","Country Wide",,"2016-12",8000,"MHPSS / Disabilities","PROTECTION","Safe Spaces/Comm. Centres","direct",1,"Country Wide Intervention","# women"
"2970",,"HLTH[REF1.2]Secondary/Tertiary Care","[REF1.2.5]Secondary/Tertiary Referrals","UNICEF","Country Wide",,"2016-12",1600,"Secondary/Tertiary Care","HEALTH","Secondary/Tertiary Referrals","indirect",1,"Country Wide Intervention","#"
"2971",,"PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","UNFPA","Country Wide",,"2016-12",300,"MHPSS / Disabilities","PROTECTION","Information, referral and outreach","indirect",1,"Country Wide Intervention","# girls"
"2972",,"PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","UNFPA","Country Wide",,"2016-12",317,"MHPSS / Disabilities","PROTECTION","Information, referral and outreach","indirect",1,"Country Wide Intervention","# boys"
